iteration,direction,target,n_start_cells,n_shared_native_start_reference_cells,experiment,source,readout
15,prediction_to_B,PPM1D,17,1,microglia_pool,GSE178317,GF_V1_6L
15,prediction_to_B,RPS6KB1,32,2,microglia_pool,GSE178317,GF_V1_6L
15,prediction_to_B,RPS6KB2,32,3,microglia_pool,GSE178317,GF_V1_6L
15,prediction_to_B,SPTLC2,32,2,microglia_pool,GSE178317,GF_V1_6L
15,prediction_to_B,STK40,32,4,microglia_pool,GSE178317,GF_V1_6L
15,prediction_to_B,TGFBR2,32,2,microglia_pool,GSE178317,GF_V1_6L
15,prediction_to_B,TRAPPC3,32,3,microglia_pool,GSE178317,GF_V1_6L
15,prediction_to_B,ZMYND8,32,3,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_A,ATP1A1,32,3,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_A,CDC25B,20,0,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_A,CSF2RA,32,5,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_A,CSF2RB,18,1,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_A,CSNK2A1,32,2,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_A,EPOR,13,1,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_A,IFNAR2,25,2,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_A,INPP5D,32,3,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_A,MAP2K6,32,3,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_A,MAPK14,14,0,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_A,MTHFD2,32,5,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_A,NDUFA8,32,3,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_A,NDUFV2,32,2,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_A,PFN2,32,3,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_A,PKM,32,4,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_A,PPM1D,17,0,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_A,RPS6KB1,32,3,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_A,RPS6KB2,32,2,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_A,SPTLC2,32,0,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_A,STK40,32,5,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_A,TGFBR2,32,3,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_A,TRAPPC3,32,2,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_A,ZMYND8,32,1,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_B,ATP1A1,32,1,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_B,CDC25B,20,2,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_B,CSF2RA,32,1,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_B,CSF2RB,18,4,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_B,CSNK2A1,32,5,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_B,EPOR,13,0,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_B,IFNAR2,25,1,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_B,INPP5D,32,1,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_B,MAP2K6,32,2,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_B,MAPK14,14,1,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_B,MTHFD2,32,0,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_B,NDUFA8,32,3,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_B,NDUFV2,32,3,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_B,PFN2,32,0,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_B,PKM,32,2,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_B,PPM1D,17,1,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_B,RPS6KB1,32,3,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_B,RPS6KB2,32,3,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_B,SPTLC2,32,1,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_B,STK40,32,2,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_B,TGFBR2,32,2,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_B,TRAPPC3,32,2,microglia_pool,GSE178317,GF_V1_6L
16,prediction_to_B,ZMYND8,32,1,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_A,ATP1A1,32,3,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_A,CDC25B,20,3,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_A,CSF2RA,32,0,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_A,CSF2RB,18,2,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_A,CSNK2A1,32,3,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_A,EPOR,13,1,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_A,IFNAR2,25,2,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_A,INPP5D,32,2,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_A,MAP2K6,32,1,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_A,MAPK14,14,0,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_A,MTHFD2,32,2,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_A,NDUFA8,32,3,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_A,NDUFV2,32,1,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_A,PFN2,32,3,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_A,PKM,32,1,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_A,PPM1D,17,0,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_A,RPS6KB1,32,3,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_A,RPS6KB2,32,1,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_A,SPTLC2,32,0,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_A,STK40,32,1,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_A,TGFBR2,32,3,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_A,TRAPPC3,32,3,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_A,ZMYND8,32,4,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_B,ATP1A1,32,2,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_B,CDC25B,20,1,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_B,CSF2RA,32,3,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_B,CSF2RB,18,0,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_B,CSNK2A1,32,2,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_B,EPOR,13,1,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_B,IFNAR2,25,1,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_B,INPP5D,32,2,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_B,MAP2K6,32,0,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_B,MAPK14,14,0,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_B,MTHFD2,32,4,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_B,NDUFA8,32,2,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_B,NDUFV2,32,2,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_B,PFN2,32,2,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_B,PKM,32,1,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_B,PPM1D,17,1,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_B,RPS6KB1,32,3,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_B,RPS6KB2,32,7,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_B,SPTLC2,32,2,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_B,STK40,32,3,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_B,TGFBR2,32,4,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_B,TRAPPC3,32,3,microglia_pool,GSE178317,GF_V1_6L
17,prediction_to_B,ZMYND8,32,2,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_A,ATP1A1,32,3,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_A,CDC25B,20,1,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_A,CSF2RA,32,2,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_A,CSF2RB,18,2,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_A,CSNK2A1,32,0,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_A,EPOR,13,2,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_A,IFNAR2,25,2,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_A,INPP5D,32,2,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_A,MAP2K6,32,0,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_A,MAPK14,14,1,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_A,MTHFD2,32,2,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_A,NDUFA8,32,4,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_A,NDUFV2,32,2,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_A,PFN2,32,1,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_A,PKM,32,1,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_A,PPM1D,17,1,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_A,RPS6KB1,32,1,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_A,RPS6KB2,32,0,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_A,SPTLC2,32,3,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_A,STK40,32,0,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_A,TGFBR2,32,1,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_A,TRAPPC3,32,2,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_A,ZMYND8,32,0,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_B,ATP1A1,32,1,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_B,CDC25B,20,1,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_B,CSF2RA,32,3,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_B,CSF2RB,18,1,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_B,CSNK2A1,32,3,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_B,EPOR,13,0,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_B,IFNAR2,25,4,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_B,INPP5D,32,1,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_B,MAP2K6,32,6,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_B,MAPK14,14,0,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_B,MTHFD2,32,3,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_B,NDUFA8,32,2,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_B,NDUFV2,32,4,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_B,PFN2,32,3,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_B,PKM,32,5,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_B,PPM1D,17,1,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_B,RPS6KB1,32,2,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_B,RPS6KB2,32,5,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_B,SPTLC2,32,2,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_B,STK40,32,3,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_B,TGFBR2,32,3,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_B,TRAPPC3,32,3,microglia_pool,GSE178317,GF_V1_6L
18,prediction_to_B,ZMYND8,32,4,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_A,ATP1A1,32,2,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_A,CDC25B,20,3,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_A,CSF2RA,32,0,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_A,CSF2RB,18,0,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_A,CSNK2A1,32,1,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_A,EPOR,13,2,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_A,IFNAR2,25,3,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_A,INPP5D,32,2,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_A,MAP2K6,32,2,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_A,MAPK14,14,1,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_A,MTHFD2,32,2,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_A,NDUFA8,32,3,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_A,NDUFV2,32,1,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_A,PFN2,32,4,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_A,PKM,32,2,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_A,PPM1D,17,1,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_A,RPS6KB1,32,3,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_A,RPS6KB2,32,1,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_A,SPTLC2,32,1,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_A,STK40,32,1,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_A,TGFBR2,32,1,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_A,TRAPPC3,32,2,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_A,ZMYND8,32,1,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_B,ATP1A1,32,3,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_B,CDC25B,20,1,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_B,CSF2RA,32,2,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_B,CSF2RB,18,0,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_B,CSNK2A1,32,2,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_B,EPOR,13,1,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_B,IFNAR2,25,2,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_B,INPP5D,32,1,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_B,MAP2K6,32,2,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_B,MAPK14,14,1,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_B,MTHFD2,32,1,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_B,NDUFA8,32,1,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_B,NDUFV2,32,4,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_B,PFN2,32,0,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_B,PKM,32,4,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_B,PPM1D,17,2,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_B,RPS6KB1,32,2,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_B,RPS6KB2,32,3,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_B,SPTLC2,32,3,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_B,STK40,32,2,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_B,TGFBR2,32,2,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_B,TRAPPC3,32,5,microglia_pool,GSE178317,GF_V1_6L
19,prediction_to_B,ZMYND8,32,3,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_A,ATP1A1,32,1,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_A,CDC25B,20,1,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_A,CSF2RA,32,3,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_A,CSF2RB,18,3,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_A,CSNK2A1,32,2,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_A,EPOR,13,1,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_A,IFNAR2,25,4,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_A,INPP5D,32,5,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_A,MAP2K6,32,2,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_A,MAPK14,14,0,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_A,MTHFD2,32,1,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_A,NDUFA8,32,2,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_A,NDUFV2,32,1,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_A,PFN2,32,4,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_A,PKM,32,1,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_A,PPM1D,17,1,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_A,RPS6KB1,32,3,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_A,RPS6KB2,32,1,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_A,SPTLC2,32,2,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_A,STK40,32,6,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_A,TGFBR2,32,3,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_A,TRAPPC3,32,2,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_A,ZMYND8,32,3,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_B,ATP1A1,32,1,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_B,CDC25B,20,1,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_B,CSF2RA,32,1,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_B,CSF2RB,18,0,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_B,CSNK2A1,32,4,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_B,EPOR,13,0,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_B,IFNAR2,25,1,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_B,INPP5D,32,1,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_B,MAP2K6,32,4,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_B,MAPK14,14,2,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_B,MTHFD2,32,5,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_B,NDUFA8,32,5,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_B,NDUFV2,32,3,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_B,PFN2,32,2,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_B,PKM,32,1,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_B,PPM1D,17,1,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_B,RPS6KB1,32,3,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_B,RPS6KB2,32,4,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_B,SPTLC2,32,2,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_B,STK40,32,1,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_B,TGFBR2,32,3,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_B,TRAPPC3,32,3,microglia_pool,GSE178317,GF_V1_6L
20,prediction_to_B,ZMYND8,32,3,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_A,ATP1A1,32,2,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_A,CDC25B,20,2,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_A,CSF2RA,32,3,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_A,CSF2RB,18,0,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_A,CSNK2A1,32,2,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_A,EPOR,13,1,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_A,IFNAR2,25,1,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_A,INPP5D,32,1,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_A,MAP2K6,32,4,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_A,MAPK14,14,2,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_A,MTHFD2,32,4,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_A,NDUFA8,32,3,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_A,NDUFV2,32,3,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_A,PFN2,32,2,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_A,PKM,32,1,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_A,PPM1D,17,3,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_A,RPS6KB1,32,3,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_A,RPS6KB2,32,2,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_A,SPTLC2,32,0,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_A,STK40,32,2,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_A,TGFBR2,32,1,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_A,TRAPPC3,32,2,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_A,ZMYND8,32,1,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_B,ATP1A1,32,0,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_B,CDC25B,20,1,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_B,CSF2RA,32,2,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_B,CSF2RB,18,1,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_B,CSNK2A1,32,3,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_B,EPOR,13,1,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_B,IFNAR2,25,2,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_B,INPP5D,32,2,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_B,MAP2K6,32,1,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_B,MAPK14,14,0,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_B,MTHFD2,32,4,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_B,NDUFA8,32,1,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_B,NDUFV2,32,3,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_B,PFN2,32,1,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_B,PKM,32,2,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_B,PPM1D,17,0,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_B,RPS6KB1,32,0,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_B,RPS6KB2,32,1,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_B,SPTLC2,32,2,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_B,STK40,32,3,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_B,TGFBR2,32,2,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_B,TRAPPC3,32,3,microglia_pool,GSE178317,GF_V1_6L
21,prediction_to_B,ZMYND8,32,1,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_A,ATP1A1,32,0,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_A,CDC25B,20,1,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_A,CSF2RA,32,2,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_A,CSF2RB,18,0,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_A,CSNK2A1,32,2,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_A,EPOR,13,1,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_A,IFNAR2,25,0,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_A,INPP5D,32,3,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_A,MAP2K6,32,2,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_A,MAPK14,14,1,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_A,MTHFD2,32,1,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_A,NDUFA8,32,3,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_A,NDUFV2,32,5,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_A,PFN2,32,1,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_A,PKM,32,4,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_A,PPM1D,17,1,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_A,RPS6KB1,32,2,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_A,RPS6KB2,32,5,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_A,SPTLC2,32,3,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_A,STK40,32,3,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_A,TGFBR2,32,3,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_A,TRAPPC3,32,2,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_A,ZMYND8,32,2,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_B,ATP1A1,32,1,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_B,CDC25B,20,0,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_B,CSF2RA,32,1,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_B,CSF2RB,18,0,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_B,CSNK2A1,32,2,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_B,EPOR,13,2,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_B,IFNAR2,25,1,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_B,INPP5D,32,1,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_B,MAP2K6,32,1,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_B,MAPK14,14,1,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_B,MTHFD2,32,2,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_B,NDUFA8,32,3,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_B,NDUFV2,32,2,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_B,PFN2,32,1,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_B,PKM,32,3,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_B,PPM1D,17,1,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_B,RPS6KB1,32,5,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_B,RPS6KB2,32,3,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_B,SPTLC2,32,0,microglia_pool,GSE178317,GF_V1_6L
22,prediction_to_B,STK40,32,3,microglia_pool,GSE178317,GF_V1_6L
