source,outcome_pair,reference,primary,iteration,rho_T,rho_G,delta_rho,coverage_auc_T,coverage_auc_G,delta_coverage_auc,random_order_expected_auc
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,19,0.49815276073666065,0.5151150092495613,0.01696224851290068,0.8016033087643165,0.8073939446330775,0.0057906358687609405,0.6893382352941176
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,20,0.5768010522047231,0.5478553652168286,-0.02894568698789446,0.8153962433603977,0.8375360724855211,0.022139829125123356,0.71875
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,21,0.7193396915049055,0.5508318975327233,-0.16850779397218218,0.7614820050252035,0.7266400495950128,-0.03484195543019064,0.59375
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,22,0.7630620623971028,0.7591344366793171,-0.00392762571778571,0.8097701103742951,0.8156708885177203,0.005900778143425156,0.6599264705882353
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,23,0.7768193328323316,0.7248058020764029,-0.05201353075592874,0.7917185053268531,0.7933331922126797,0.001614686885826666,0.6029411764705882
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,24,0.6922506703264045,0.7643431435921453,0.07209247326574075,0.8267454426880789,0.8428772097159856,0.01613176702790664,0.6727941176470589
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,25,0.4764593021628706,0.4476152937499881,-0.028844008412882483,0.8166545534854899,0.8420501852230333,0.025395631737543445,0.7297794117647058
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,26,0.6166784157195988,0.6123573457395817,-0.004321069980017134,0.7529980502244776,0.7129782329298442,-0.04001981729463344,0.5974264705882353
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,27,0.36369380588489,0.43079239695727156,0.06709859107238159,0.7594289671725333,0.7990513749934706,0.03962240782093729,0.6875
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,28,0.6623479228795396,0.5354291340451288,-0.12691878883441077,0.8347179452431939,0.8188455032448329,-0.01587244199836102,0.7132352941176471
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,29,0.5778694224904466,0.5077121588172323,-0.07015726367321429,0.7328621241791656,0.7197947304821765,-0.013067393696989171,0.5827205882352942
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,30,0.7003720433834657,0.672829245543476,-0.027542797839989697,0.8052963636049169,0.7970276970182355,-0.00826866658668135,0.6323529411764706
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,31,0.6331127738187203,0.4646968588958416,-0.16841591492287872,0.7699345101445556,0.7432859391485582,-0.026648570995997378,0.6305147058823529
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,32,0.33683791550225406,0.4731655234663635,0.13632760796410942,0.680828415024998,0.7104123344756454,0.029583919450647422,0.6029411764705882
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,33,0.5771609336695273,0.3756214009382194,-0.20153953273130787,0.8175085289326207,0.7888680237066374,-0.02864050522598327,0.6709558823529411
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,34,0.4219637593413779,0.46310822896305776,0.041144469621679836,0.8447419680713367,0.8649657842877998,0.020223816216463075,0.7536764705882353
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,35,0.5291238544175442,0.6933992682789114,0.16427541386136724,0.7539541714593078,0.7801887671332416,0.026234595673933825,0.6102941176470589
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,36,0.45882783936771626,0.6110779644414421,0.15225012507372587,0.7663065303142886,0.8092694943824918,0.04296296406820321,0.6452205882352942
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,37,0.7617336195900677,0.7617336195900677,0.0,0.8224063320138147,0.8270046493419114,0.004598317328096679,0.6452205882352942
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,38,0.4337901187111891,0.3648150928328242,-0.0689750258783649,0.7940554199921089,0.7849171394613652,-0.009138280530743725,0.6470588235294118
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,39,0.707860847160715,0.7595942357663875,0.05173338860567256,0.7943649015164479,0.8041875977132249,0.009822696196777003,0.6654411764705882
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,40,0.6069952233978566,0.5571366902777946,-0.049858533120062054,0.819303614553939,0.777098151001968,-0.04220546355197097,0.6599264705882353
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,41,0.37291287279537044,0.7059914873583795,0.333078614563009,0.7457976135744302,0.7968374208872155,0.051039807312785346,0.6268382352941176
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,42,0.4959878928871602,0.33251256742511764,-0.16347532546204258,0.6959512533974579,0.6476975208146812,-0.048253732582776654,0.5569852941176471
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,43,0.6294723505364794,0.4996912646004967,-0.12978108593598275,0.7797554790911463,0.7572830743002673,-0.022472404790878975,0.6323529411764706
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,44,0.48983373438312644,0.7908512750725486,0.30101754068942216,0.727814563218164,0.7950321138456411,0.06721755062747714,0.5845588235294118
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,45,0.7299134734239803,0.7015491980078844,-0.028364275416095874,0.7642278540675491,0.7604892035228324,-0.0037386505447166707,0.5790441176470589
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,46,0.5124548896050903,0.41724466837599333,-0.095210221229097,0.8315767028650894,0.8315553725818107,-2.1330283278775397e-05,0.7371323529411765
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,47,0.5212168613011049,0.4740420271940668,-0.0471748341070381,0.7373456835299936,0.7367459207519221,-0.0005997627780714998,0.5992647058823529
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,48,0.589010013576377,0.5854121801240516,-0.0035978334523253386,0.7117971555309358,0.7241940315307529,0.012396875999817092,0.5349264705882353
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,49,0.43943676824175476,0.5576830971412363,0.11824632889948156,0.6194622209057762,0.6871638972931144,0.06770167638733826,0.5477941176470589
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,50,0.14055859586568364,0.33744608518555563,0.196887489319872,0.7000579998985059,0.7607156837179545,0.06065768381944858,0.6507352941176471
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,51,0.39753207600268836,0.6269331936052788,0.2294011176025904,0.8067946055970493,0.8334632401011618,0.0266686345041125,0.6985294117647058
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,52,0.6093985040095826,0.6403940886699506,0.030995584660368003,0.7647831827438228,0.7674774604840566,0.002694277740233786,0.5955882352941176
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,53,0.6025888297999263,0.46539505834886263,-0.1371937714510637,0.8016493643683307,0.7796574265675693,-0.021991937800761363,0.6691176470588235
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,54,0.40321652574203937,0.5783950617283949,0.17517853598635558,0.842108648272143,0.8660312687480725,0.023922620475929413,0.7591911764705882
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,55,0.6728741209419155,0.8296184089946639,0.15674428805274843,0.8081478760990548,0.835329395559986,0.02718151946093117,0.6341911764705882
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,56,0.7896063792997889,0.6232243313601092,-0.1663820479396797,0.8503683415596802,0.8331392216191632,-0.017229119940517013,0.6580882352941176
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,57,0.6654329895189263,0.6619257518888196,-0.00350723763010663,0.8634839915887168,0.8605750388176318,-0.0029089527710850493,0.7702205882352942
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,58,0.659460652919092,0.6278735266609513,-0.03158712625814064,0.7271625016299542,0.6920286684492458,-0.035133833180708396,0.5477941176470589
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,59,0.5899815599449144,0.4242425053691942,-0.1657390545757202,0.8195282927076287,0.8081580784651718,-0.011370214242456878,0.6783088235294118
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,60,0.49690746283521203,0.8766961041964885,0.37978864136127644,0.6907839026662015,0.8063852233226693,0.11560132065646778,0.5827205882352942
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,61,0.7969041775353457,0.7389718713106904,-0.05793230622465528,0.7963603291052469,0.792032344997851,-0.004327984107395877,0.5882352941176471
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,62,0.39306011794983764,0.42583165986545624,0.032771541915618596,0.7472831114483364,0.7454404177857897,-0.001842693662546635,0.5808823529411765
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,63,0.6881188118811881,0.5228681374007321,-0.16525067448045594,0.7769004878663724,0.7469576901616262,-0.029942797704746282,0.6029411764705882
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,64,0.5951836207721314,0.6190770402986222,0.023893419526490822,0.7667427715978754,0.7725725958789864,0.005829824281111007,0.5974264705882353
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,65,0.46191801006424654,0.45173267326732675,-0.010185336796919797,0.6540742344389079,0.6482335830559771,-0.005840651382930773,0.5183823529411765
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,66,0.3776678504683993,0.6964837845968781,0.3188159341284788,0.7657046857590217,0.8400291001110096,0.07432441435198789,0.7095588235294118
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,67,0.6916409994615238,0.7196035315190419,0.027962532057518086,0.8287317711003913,0.83027456296947,0.0015427918690786857,0.6985294117647058
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,68,0.6806432534290019,0.6324378516028256,-0.048205401826176275,0.7738594531549766,0.76646332599782,-0.007396127157156651,0.5992647058823529
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,69,0.49349001009946547,0.8541415672432764,0.3606515571438109,0.703643414057828,0.8193100748072094,0.11566666074938137,0.6029411764705882
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,70,0.7176482969912957,0.3992583436341163,-0.31838995335717946,0.8371489516466809,0.7925394531998663,-0.04460949844681461,0.6930147058823529
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,71,0.42486093467731256,0.6334981458590854,0.2086372111817728,0.7631149894355452,0.7995530076061002,0.03643801817055492,0.6121323529411765
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,72,0.5199407162590661,0.7684275184275183,0.2484868021684522,0.7220451706387855,0.7869065998039829,0.06486142916519744,0.5974264705882353
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,73,0.6324257425742574,0.7567924304026333,0.1243666878283759,0.7931859685333409,0.8209465007401048,0.027760532206763888,0.6452205882352942
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,74,0.43121538125174297,0.5058679161386813,0.07465253488693835,0.8087277340534802,0.8274562864447165,0.018728552391236275,0.7022058823529411
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,75,0.17683332735437512,0.4879860462183453,0.31115271886397017,0.7250743156425468,0.7672496928592841,0.042175377216737364,0.6691176470588235
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,76,0.6128296143506202,0.6720103752279694,0.05918076087734914,0.8543495743971522,0.8725629684377522,0.01821339404059996,0.7058823529411765
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,77,0.6172376914594461,0.48548495981074913,-0.13175273164869694,0.8277775732833583,0.8106061213692594,-0.017171451914098967,0.7113970588235294
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,78,0.3712882661284274,0.5318910940024757,0.16060282787404828,0.7589779461035409,0.789276130353931,0.030298184250390103,0.6213235294117647
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,79,0.20471479775972742,0.34452762967482464,0.13981283191509722,0.7248761516981673,0.750053458562055,0.02517730686388764,0.6911764705882353
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,80,0.5207174774356582,0.8155473559615809,0.2948298785259227,0.8102387447441783,0.8623764367600872,0.0521376920159089,0.7022058823529411
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,81,0.7313168824535372,0.8945097322103395,0.16319284975680226,0.8330914252870352,0.858427996395665,0.025336571108629857,0.6544117647058824
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,82,0.7261467780734072,0.674333055285811,-0.05181372278759622,0.8424104848108687,0.8246757341142613,-0.01773475069660735,0.6783088235294118
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,83,0.8271381815085314,0.4796048163392059,-0.3475333651693255,0.7889040264270043,0.7295069590336134,-0.0593970673933909,0.5625
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,84,0.6342472780209759,0.7512345679012344,0.11698728988025853,0.7727071212500495,0.812767602027442,0.04006048077739255,0.6323529411764706
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,85,0.3716028416054648,0.13461846114985884,-0.23698438045560596,0.8708349358314215,0.8261268304155954,-0.04470810541582604,0.7518382352941176
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,86,0.5309124886276053,0.5360009134224533,0.0050884247948479455,0.7010469035542024,0.7407116148641343,0.03966471130993188,0.5827205882352942
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,87,0.0921461078766317,0.4304361110660092,0.3382900031893775,0.6664439909979487,0.7332141744501174,0.06677018345216867,0.6323529411764706
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,88,0.46851851851851845,0.6674954590624782,0.19897694054395976,0.7442503544849998,0.7865474288363021,0.042297074351302366,0.6176470588235294
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,89,0.49627944350438535,0.682549504950495,0.1862700614461097,0.7945298261907259,0.8439780061765897,0.049448179985863816,0.6985294117647058
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,90,0.6541075985236429,0.552469135802469,-0.10163846272117383,0.7887174473990541,0.7709097521327193,-0.017807695266334855,0.6102941176470589
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,91,0.5620763201289856,0.5297029702970297,-0.03237334983195583,0.7884922313785312,0.7791922278689687,-0.009300003509562504,0.6488970588235294
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,92,0.4537365963057121,0.5318662921012487,0.07812969579553658,0.6370023914114529,0.6843776621782677,0.0473752707668148,0.5110294117647058
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,93,0.6200499798198532,0.8284688851616067,0.20841890534175345,0.8536197482172289,0.8849582167340061,0.03133846851677724,0.7297794117647058
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,94,0.49938271604938267,0.5052437728829434,0.005861056833560752,0.8241356469486876,0.8345140782600232,0.010378431311335645,0.7040441176470589
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,95,0.35130785826983635,0.6368685482665067,0.2855606899966704,0.6881633026299442,0.7429108477727098,0.054747545142765586,0.6323529411764706
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,96,0.6231454733188774,0.6695492321054097,0.046403758786532356,0.7763245328597296,0.7935601669152166,0.017235634055487004,0.6176470588235294
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,97,0.44080082368182244,0.5924340230066008,0.1516331993247783,0.7485382092256551,0.7779802694122007,0.029442060186545604,0.6452205882352942
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,98,0.4582044222036953,0.6161509699530752,0.15794654774937988,0.7623310401992278,0.7878123756529898,0.025481335453761966,0.6415441176470589
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,same_identity_disjoint_cells,True,99,0.7330177083962047,0.1944468154001022,-0.5385708929961025,0.8281972918529471,0.7245410293042214,-0.10365626254872573,0.6599264705882353
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,different_guide_identities,False,0,0.6522160343707949,0.6813748713901754,0.02915883701938049,0.8549729710588816,0.844186333778678,-0.01078663728020357,0.7132352941176471
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,different_guide_identities,False,1,0.39060598444120886,0.5951796883178547,0.20457370387664586,0.741599437513419,0.7739019236302432,0.03230248611682429,0.6397058823529411
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,different_guide_identities,False,2,0.608400363121613,0.6243061027564576,0.01590573963484454,0.7698593499685628,0.7766083046495027,0.006748954680939945,0.5919117647058824
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,different_guide_identities,False,3,0.19012577505787773,0.33996711884155995,0.14984134378368222,0.6579822264673042,0.7007295016594324,0.042747275192128176,0.6121323529411765
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,different_guide_identities,False,4,0.7396681390302083,0.7464540852598434,0.00678594622963502,0.8336823422936637,0.8265660134631804,-0.007116328830483298,0.6783088235294118
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,different_guide_identities,False,5,0.44561731350535183,0.6489851971156865,0.20336788361033464,0.7139089581482532,0.7877576304114475,0.07384867226319436,0.6286764705882353
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,different_guide_identities,False,6,0.5860153002888233,0.5417449026840897,-0.04427039760473361,0.85946995787637,0.8346920779744093,-0.024777879901960786,0.7205882352941176
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,different_guide_identities,False,7,0.1846395519346144,0.5723078006736766,0.3876682487390622,0.6159005519542933,0.7695302096740245,0.15362965771973125,0.6194852941176471
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,different_guide_identities,False,8,0.5607979293010583,0.4876710266869026,-0.07312690261415572,0.7489718761250443,0.7679666621464848,0.018994786021440446,0.6213235294117647
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,different_guide_identities,False,9,0.549505371337355,0.6736711990111249,0.12416582767376994,0.7527212271940861,0.7991223342569578,0.046401107062871705,0.6507352941176471
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,different_guide_identities,False,10,0.7833847637178389,0.7463054187192117,-0.037079344998627195,0.8110891481404024,0.8049089925117174,-0.0061801556286850134,0.6433823529411765
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,different_guide_identities,False,11,0.03644231086550566,0.503086803145096,0.4666444922795904,0.5628641787554526,0.733254534416948,0.1703903556614954,0.6011029411764706
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,different_guide_identities,False,12,0.603727173895611,0.5485074626865671,-0.0552197112090439,0.755482729886655,0.7420148686016982,-0.013467861284956806,0.6194852941176471
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,different_guide_identities,False,13,0.6222241189607296,0.45488291858976226,-0.16734120037096734,0.8073327752961186,0.7325786334004327,-0.07475414189568585,0.6783088235294118
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,different_guide_identities,False,14,0.8633847788657723,0.8101115899537172,-0.053273188912055014,0.8637550364139898,0.8607277736440798,-0.003027262769909944,0.7077205882352942
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,different_guide_identities,False,15,0.6648193735727204,0.7047970479704796,0.03997767439775923,0.7794710299792478,0.7888219680526125,0.009350938073364734,0.6139705882352942
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,different_guide_identities,False,16,0.6796569288859665,0.6211580911027019,-0.05849883778326459,0.8135686851355104,0.8032774470639414,-0.010291238071568953,0.6323529411764706
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,different_guide_identities,False,17,0.5879396984924623,0.6766577104315158,0.08871801193905349,0.83589638221856,0.8560927886511797,0.020196406432619662,0.6930147058823529
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,different_guide_identities,False,18,0.5055502425831354,0.5711654859146541,0.06561524333151869,0.727464952927215,0.7370160763340369,0.009551123406821849,0.6139705882352942
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,different_guide_identities,False,19,0.5241074354970853,0.571789184794237,0.04768174929715174,0.7988091649315697,0.8159056586135415,0.017096493681971747,0.6893382352941176
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,different_guide_identities,False,20,0.4918744621185921,0.5760885120288163,0.08421404991022419,0.7932889108440578,0.8375356924529719,0.04424678160891404,0.71875
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,different_guide_identities,False,21,0.6565792618649579,0.5995071994399774,-0.05707206242498042,0.7475647794811398,0.7446701659247615,-0.0028946135563782116,0.59375
papalexi2021_rep1,papalexi2021_rep2__papalexi2021_rep3,different_guide_identities,False,22,0.6743045689590346,0.7560384561055842,0.08173388714654961,0.8091944783878174,0.8250188934539605,0.01582441506614307,0.6599264705882353
