version,experiment,source,readout,target,K,n_start,n_reference,n_shared_start_reference,n_shared_start_treated,n_shared_start_original_all_control,score_matrix
old_query_excluded,ag07657_pool,GSE311359,GF_V1_6L,IFNGR1,10,32,932,0,0,32,strengthening_v3/results/legacy_ag07657/6L_ag07657_pool/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V1_6L,IRF5,10,32,932,0,0,32,strengthening_v3/results/legacy_ag07657/6L_ag07657_pool/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V1_6L,MAF,10,32,932,0,0,32,strengthening_v3/results/legacy_ag07657/6L_ag07657_pool/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V1_6L,MARCHF1,10,32,932,0,0,32,strengthening_v3/results/legacy_ag07657/6L_ag07657_pool/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V1_6L,MERTK,10,32,932,0,0,32,strengthening_v3/results/legacy_ag07657/6L_ag07657_pool/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V1_6L,SLC25A19,10,32,932,0,0,32,strengthening_v3/results/legacy_ag07657/6L_ag07657_pool/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V1_12L,BIN1,10,32,932,0,0,32,strengthening_v3/results/legacy_ag07657/12L_ag07657_pool/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V1_12L,C3,10,32,932,0,0,32,strengthening_v3/results/legacy_ag07657/12L_ag07657_pool/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V1_12L,CD86,10,32,932,0,0,32,strengthening_v3/results/legacy_ag07657/12L_ag07657_pool/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V1_12L,ELMO1,10,32,932,0,0,32,strengthening_v3/results/legacy_ag07657/12L_ag07657_pool/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V1_12L,IFNGR1,10,32,932,0,0,32,strengthening_v3/results/legacy_ag07657/12L_ag07657_pool/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V1_12L,IRF5,10,32,932,0,0,32,strengthening_v3/results/legacy_ag07657/12L_ag07657_pool/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V1_12L,MAF,10,32,932,0,0,32,strengthening_v3/results/legacy_ag07657/12L_ag07657_pool/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V1_12L,MARCHF1,10,32,932,0,0,32,strengthening_v3/results/legacy_ag07657/12L_ag07657_pool/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V1_12L,MERTK,10,32,932,0,0,32,strengthening_v3/results/legacy_ag07657/12L_ag07657_pool/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V1_12L,SLC25A19,10,32,932,0,0,32,strengthening_v3/results/legacy_ag07657/12L_ag07657_pool/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V2_CLS,BIN1,10,32,932,0,0,32,strengthening_v3/results/geneformer_v2/ag07657_pool/CLS/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V2_CLS,C3,10,32,932,0,0,32,strengthening_v3/results/geneformer_v2/ag07657_pool/CLS/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V2_CLS,CD86,10,32,932,0,0,32,strengthening_v3/results/geneformer_v2/ag07657_pool/CLS/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V2_CLS,ELMO1,10,32,932,0,0,32,strengthening_v3/results/geneformer_v2/ag07657_pool/CLS/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V2_CLS,IFNGR1,10,32,932,0,0,32,strengthening_v3/results/geneformer_v2/ag07657_pool/CLS/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V2_CLS,IRF5,10,32,932,0,0,32,strengthening_v3/results/geneformer_v2/ag07657_pool/CLS/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V2_CLS,MAF,10,32,932,0,0,32,strengthening_v3/results/geneformer_v2/ag07657_pool/CLS/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V2_CLS,MARCHF1,10,32,932,0,0,32,strengthening_v3/results/geneformer_v2/ag07657_pool/CLS/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V2_CLS,MERTK,10,32,932,0,0,32,strengthening_v3/results/geneformer_v2/ag07657_pool/CLS/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V2_CLS,SLC25A19,10,32,932,0,0,32,strengthening_v3/results/geneformer_v2/ag07657_pool/CLS/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V2_panel_mean,BIN1,10,32,932,0,0,32,strengthening_v3/results/geneformer_v2/ag07657_pool/panel_mean/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V2_panel_mean,C3,10,32,932,0,0,32,strengthening_v3/results/geneformer_v2/ag07657_pool/panel_mean/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V2_panel_mean,CD86,10,32,932,0,0,32,strengthening_v3/results/geneformer_v2/ag07657_pool/panel_mean/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V2_panel_mean,ELMO1,10,32,932,0,0,32,strengthening_v3/results/geneformer_v2/ag07657_pool/panel_mean/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V2_panel_mean,IFNGR1,10,32,932,0,0,32,strengthening_v3/results/geneformer_v2/ag07657_pool/panel_mean/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V2_panel_mean,IRF5,10,32,932,0,0,32,strengthening_v3/results/geneformer_v2/ag07657_pool/panel_mean/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V2_panel_mean,MAF,10,32,932,0,0,32,strengthening_v3/results/geneformer_v2/ag07657_pool/panel_mean/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V2_panel_mean,MARCHF1,10,32,932,0,0,32,strengthening_v3/results/geneformer_v2/ag07657_pool/panel_mean/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V2_panel_mean,MERTK,10,32,932,0,0,32,strengthening_v3/results/geneformer_v2/ag07657_pool/panel_mean/preds_score_matrix.npz
old_query_excluded,ag07657_pool,GSE311359,GF_V2_panel_mean,SLC25A19,10,32,932,0,0,32,strengthening_v3/results/geneformer_v2/ag07657_pool/panel_mean/preds_score_matrix.npz
